IdDescripcionRuta,CodigoComarca,NombreComarca,TipoRuta,DescripcionTipoRutaES,DescripcionTipoRutaEU,CodigoMunicipioInicio,NombreMunicipioInicio,CodigoMunicipioFin,NombreMunicipioFin,Trazado,CodigoSeguridad,DescripcionSeguridadES,DescripcionSeguridadEU,CodigoAccesibilidad,DescripcionAccesibilidadES,DescripcionAccesibilidadEU,CodigoDificultad,DescripcionDificultadES,DescripcionDificultadEU,LongitudIdaVuelta,LongitudIda,DesnivelPositivoIda,DesnivelNegativoIda,TiempoIda,LongitudVuelta,DesnivelPositivoVuelta,DesnivelNegativoVuelta,TiempoVuelta,TransportePublico,LatitudInicial,LatitudFinal,LongitudInicial,LongitudFinal,NombreRuta,InformacionRutaES,InformacionRutaEU,InformacionBreveRutaES,InformacionBreveRutaEU,DireccionInicioES,DireccionInicioEU,DireccionFinES,DireccionFinEU,UrlInformacion,UrlGPX,UrlFichaDescriptivaES,UrlFichaDescriptivaEU
DUR14,1,Durangaldea,0,Circular,Zirkularra,12,Izurtza,,Izurtza,DUR14.gpx,3,Media,Ertaina,3,Media,Ertaina,4,Baja,Txikia,2.71,2.71,22,22,00:41,,,,,1,43.1537739281,,-2.6408639364,,Izurtza-Tabira,"El itinerario sale de Elizalde y rodea Tabira (Durango) para volver al punto de inicio. En un recorrido llano, sale de Elizalde bajando por la acera que acompaña a la BI-623, pasa bajo el viaducto del TAV y continúa hasta la rotonda de Momotxoeta. En este punto gira hacia Arriluzeaga para llegar a San Pedro, desde donde comienza el retorno por Tabirabide. Desde este punto conecta con el primer tramo del itinerario, retornando al punto de inicio.","Elizaldetik abiatuz, ibilbide lau honek Tabira inguratzen du, hasierara itzuliz. Elizaldetik BI-623 errepideko espaloiei jarraituz irteten da, AHTko zubibidearen azpitik igaro eta Momotxoetako biribilguneraino jarraitzen du. Hemen Arriluzeaga aldera egiten du San Pedrora iristeko, Tabirabiden zehar eginez itzulbidea. Azken tarteak joaneko lehen tartearekin egiten du bat.",El itinerario sale de Elizalde (Izurtza) y pasa por Tabira (Durango).,"Ibilbidea Elizaldetik (Izurtza) abiatzen da, Tabiratik (Durango) pasatzen delarik.","Elizalde, 20","Elizalde, 20",,,https://www.bizkaia.eus/es/web/rutas-del-colesterol/ruta/-/ficha/32,https://www.bizkaia.eus/documents/1544457/1565773/DUR14.gpx,https://www.bizkaia.eus/documents/1544457/1565773/DUR14_es.pdf,https://www.bizkaia.eus/documents/1544457/1565773/DUR14_eu.pdf
DUR17,1,Durangaldea,1,Lineal,Lineala,13,Otxandio,,Otxandio,DUR17.gpx,3,Media,Ertaina,4,Alta,Handia,4,Baja,Txikia,5.22,2.61,25,5,00:40,5.22,30.0,30.0,01:19,1,43.0400998145,,-2.6546867006,,Otxandio-Oleta,"El itinerario une el casco urbano con el barrio de Oleta. Partiendo de Plaza Nagusia, sale del casco antiguo por la calle Uribarrena para girar después al oeste hacia el camino a Oleta. Lo hace al principio sobre una acera estrecha, pasando después a la carretera BI-3942, la cual no dispone de arcenes ni marcas viales en los laterales de la calzada. En una bifurcación pasa a la BI-3941, manteniendo las mismas características, aunque con un carga de tráfico menor. Tras cruzar el paraje de El Limitado Aramaio, Araba), llega a Oleta.","Ibilbideak herrigunea Oleta auzoarekin elkartzen du. Plaza Nagusitik abiatuta, herrigune historikotik Uribarrenan zehar irten eta mendebalderantz hartzen du Olaetako bide aldera. Hasiera batean espaloi estu batetik, BI-3942 errepidetik jarraitzen du gero, bazterretan errepideko margorik ere ez duena. Bidebanatze batean BI-3941 hartzen du, ezaugarri berberak dituena, baina trafiko gutxiagorekin. Limitadua eremua zeharkatu ondoren (Aramaio, Araba) Oletara iristen da.",El itinerario recorre parte del casco urbano de Otxandio y llega a Oleta.,"Ibilbideak Otxandioko herrigunea zeharkatzen du tarte batean, Oletara iristen delarik.","Plaza Nagusia, 1","Plaza Nagusia, 1",Barrio Oleta,Oleta auzoa,https://www.bizkaia.eus/es/web/rutas-del-colesterol/ruta/-/ficha/35,https://www.bizkaia.eus/documents/1544457/1565773/DUR17.gpx,https://www.bizkaia.eus/documents/1544457/1565773/DUR17_es.pdf,https://www.bizkaia.eus/documents/1544457/1565773/DUR17_eu.pdf
DUR18,1,Durangaldea,0,Circular,Zirkularra,13,Otxandio,,Otxandio,DUR18.gpx,2,Baja,Txikia,2,Baja,Txikia,3,Media,Ertaina,4.94,4.94,39,39,01:15,,,,,1,43.0401420593,,-2.6547029614,,Otxandio: Mekoleta,"El itinerario une el casco urbano con Mekoleta, volviendo por un sendero en el hayedo de Pagaldoi. Sale de Plaza Nagusia por la calle Mainerrota, siguiendo en parte aceras urbanas que se prolongan casi hasta el paso bajo la carretera BI-623. A partir de aquí, discurre por el arcén de la carretera BI-3542 para girar al sur en el cruce a Mekoleta, sin arcén y con menos tráfico. Parece ser que es en la bifurcación en la que se baja hacia Mekoleta o Gordobil el punto en el que los caminantes inician el camino de vuelta. A los 900 m. el recorrido abandona la carretera y toma hacia el este un sendero acondicionado en el hayedo del monte Pagaldoi. A la salida del bosque, ya por asfalto, pasa bajo la carretera BI-623, y por las calles Iturrizar y Mainerrota llega al punto de partida.","Ibilbideak herrigunea Mekoleta auzoarekin elkartzen du, Pagaldoiko pagadiko bidezidorretik itzuliz. Plaza Nagusitik Mainerrota kalean zehar irteten da, tarte gehienetan espaloiei jarraituz, ia BI-623 errepidearen azpiko pasagunera iristen direnak. Hemendik aurrera BI-3542 errepideko bazterbidetik doa, bidegurutzean Mekoletara daraman asfaltodun bidea hartuz, baterbiderik gabea eta askoz trafiko gutxiago duena. Badirudi Mekoletarantz jeisten den bidebanatzean edota Gordobilen hartzen dutela itzulbidea ibiltariek. 900 metrotara ibilbidea errepidetik aldendu eta Pagaldoi mendiko basoan egokitu den bidezidorrean sartzen da. Basotik irten ondoren, jada asfalto gainetik, BI-623 errepide azpitik igaro eta abiapuntura iristen da Iturrizar eta Mainerrota kaleetan zehar.",El itinerario recorre parte del casco urbano de Otxandio y llega a las inmediaciones de Mekoleta.,"Ibilbideak Otxandioko herrigunea zeharkatzen du tarte batean, Mekoletara hurbiltzen delarik.","Plaza Nagusia, 1","Plaza Nagusia, 1",,,https://www.bizkaia.eus/es/web/rutas-del-colesterol/ruta/-/ficha/36,https://www.bizkaia.eus/documents/1544457/1565773/DUR18.gpx,https://www.bizkaia.eus/documents/1544457/1565773/DUR18_es.pdf,https://www.bizkaia.eus/documents/1544457/1565773/DUR18_eu.pdf
LEA01,2,Lea-Artibai,0,Circular,Zirkularra,14,Ondarroa,,Ondarroa,LEA01.gpx,3,Media,Ertaina,4,Alta,Handia,3,Media,Ertaina,6.23,6.23,0,0,01:23,,,,,1,43.3209255058,,-2.4204865191,,Ondarroa: Saturraran-5 morruk,"El itinerario recorre los morros que protegen el puerto de Ondarroa y el paseo a Saturraran. Partiendo del ayuntamiento, el recorrido baja del casco antiguo y cruza la ría para dirigirse a Saturraran, en Mutriku, siguiendo el paseo. Vuelve sobre sus pasos para tomar el espigón que separa la ría de la playa. Cruza después el puente para alcanzar uno a uno los cuatro morros del puerto, en un recorrido que carece de elementos de protección frente a caídas al agua, expuesto además a los peligros de un puerto pesquero con una actividad importante. El itinerario vuelve al punto de partida por vías peatonales.","Ibilbideak Ondarroako kaia babesten duten murruak eta Saturraranera daraman pasealekua kurritzen ditu. Udaletxetik abiatuta, herrigunetik jeitsi eta ibaia gurutzatu ondoren, bideak Saturraran (Mutriku) aldera egiten du pasealekuan zehar. Kilometro bat egin ondoren buelta eman eta hondartza eta ibaia banatzen dituen espigoira lotzen zaio. Bertan joan-etorria egin ondoren, zubia gurutzatu eta kaiko lau murruetan zehar egiten du banan bana, itsasora erortzeko arriskutik babesteko elementurik gabeko bideari jarraituz, arrantza-jarduera garrantzitsua duen kai honetan. Ibilbidea oinezko bideei segituz itzultzen da abiapuntura.",El itinerario recorre parte del casco urbano de Ondarroa y pasa por Saturraran (Mutriku).,"Ibilbideak Ondarroako herrigunea zeharkatzen du tarte batean, Saturrarandik (Mutriku) pasatzen delarik.","Musika plaza, s/n","Musika plaza, z/g",,,https://www.bizkaia.eus/es/web/rutas-del-colesterol/ruta/-/ficha/1,https://www.bizkaia.eus/documents/1544457/1565773/LEA01.gpx,https://www.bizkaia.eus/documents/1544457/1565773/LEA01_es.pdf,https://www.bizkaia.eus/documents/1544457/1565773/LEA01_eu.pdf
LEA02,2,Lea-Artibai,1,Lineal,Lineala,14,Ondarroa,14.0,Ondarroa,LEA02.gpx,4,Alta,Handia,4,Alta,Handia,4,Baja,Txikia,6.12,3.06,0,0,00:41,6.12,0.0,0.0,01:22,1,43.3210027032,,-2.4205198791,,Ondarroa-Errenteria,"El itinerario discurre junto al río Artibai hasta Errenteria, en el límite con Berriatua. Partiendo del ayuntamiento, el recorrido baja del casco antiguo y cruza la ría para dirigirse al sur por aceras y vías exclusivamente peatonales, con diversos tipos de pavimento. El entorno deja de ser urbano a los 1.800 metros de la salida, punto en el que se eleva hacia la carretera BI-633 siguiendo un camino ancho de tierra compactada y gravilla, para bajar después a la vega de la ría del Artibai. Aquí toma el camino vecinal asfaltado para llegar al puente de entrada a Errenteria.","Ibilbidea Artibai ibaiarekin batera doa Errenteriaraino, Berriatuarekin mugan. Udaletxetik abiatuta, herrigunetik jeitsi eta ibaia gurutzatzen du bideak, hegoalderantz eginez espaloi eta oinezkoen bideetan zehar, zoladura desberdinak zapalduz. Irten eta 1.800 metrotara inguruneak hirikoa izateari uzten dio, BI-633 errepiderantz igotzen da lur zanpatuz eta hartxintxarrez egindako bide zabal bati jarraituz, eta ondoren Artibai ibarrera jeisten da. Hemen asfaltozko auzo-bide bat hartu eta Errenteriako sarrerako zubira iristen da.",El itinerario recorre parte del casco urbano de Ondarroa y llega a Errenteria.,"Ibilbideak Ondarroako herrigunea zeharkatzen du tarte batean, Errenteriara iristen delarik.","Musika plaza, s/n","Musika plaza, z/g",Barrio Errenteria,Errenteria auzoa,https://www.bizkaia.eus/es/web/rutas-del-colesterol/ruta/-/ficha/2,https://www.bizkaia.eus/documents/1544457/1565773/LEA02.gpx,https://www.bizkaia.eus/documents/1544457/1565773/LEA02_es.pdf,https://www.bizkaia.eus/documents/1544457/1565773/LEA02_eu.pdf
LEA03,2,Lea-Artibai,1,Lineal,Lineala,15,Berriatua,14.0,Ondarroa,LEA03.gpx,3,Media,Ertaina,2,Baja,Txikia,2,Alta,Handia,8.34,4.17,82,103,00:55,8.34,185.0,185.0,01:51,1,43.3085147571,,-2.4677229859,,Berriatua-Errenteria,"El itinerario une el casco de Berriatua con Errenteria (Ondarroa). Se trata de un recorrido vinculado al Artibai, aunque solo en escasos tramos discurre por el fondo del valle, por lo que en varios puntos existen pendientes pronunciadas. Sale de Erribera por la acera de la BI-633, y pasado el campo de fútbol gira hacia Cikautxo. Abandona el asfalto y gana altura rápidamente por una pista de gravilla, baja a Oletxea por una vía local asfaltada, cruza el río en Obekolakoerrotea y, pasado Orubia, gana altura para volver a bajar hacia Arantzibiatorre, siempre por asfalto. A partir del km 3, el vial desemboca en la pista de gravilla que se ha acondicionado a media ladera por encima del Artibai, la cual conduce al final en Errenteria, después de pasar bajo la BI-633.","Ibilbideak Berriatuako herrigunea Errenteriarekin elkartzen du (Ondarroa). Artibai ibaiari lotua dagoen arren, tarte gutxi batzutan doa bailararen hondotik, hainbat gunetan aldapa biziak dituelarik. Erriberatik abiatzen da BI-633 errepideko espaloiari jarraituz, eta futbol zelaiaren ondoren Cikautxorantz desbideratzen da. Asfaltoa utzi eta hartxintxarrezko pista batean gora egiten du azkar, Oletxeara asfaltozko tokiko bide batetatik jeisten da, ibaia gurutzatzen du Obelakoerrotean eta, Orubia igarota, garaiera irabazten du Arantzibiatorrerantz jeisteko, asfaltoan zehar beti. Hirugarren kilometroa igarota hartxintxarrezko pista batetan sartzen da, Artibai ibaiaren gaineko maldaren erditik doana, Errenteriara iristsiz BI-633 errepidearen azpitik pasa ondoren.","El itinerario recorre parte del casco urbano de Berriatua, pasa junto a Magdalena, Gardotza y Asterrika, y llega a Errenteria (Ondarroa).","Ibilbideak Berriatuako herrigunea zeharkatzen du tarte batean, Magdalena, Gardotza eta Asterrikatik pasatzen delarik, Errenteriara (Ondarroa) iritsiz.","Herriko plaza, 1","Herriko plaza, 1",Barrio Errenteria,Errenteria auzoa,https://www.bizkaia.eus/es/web/rutas-del-colesterol/ruta/-/ficha/3,https://www.bizkaia.eus/documents/1544457/1565773/LEA03.gpx,https://www.bizkaia.eus/documents/1544457/1565773/LEA03_es.pdf,https://www.bizkaia.eus/documents/1544457/1565773/LEA03_eu.pdf
LEA04,2,Lea-Artibai,0,Circular,Zirkularra,15,Berriatua,,Berriatua,LEA04.gpx,3,Media,Ertaina,4,Alta,Handia,3,Media,Ertaina,5.25,5.25,56,56,01:10,,,,,1,43.3084524795,,-2.4676696770,,Berriatua,"El itinerario une diversas zonas de paseo de la vega del Artibai, en Erribera. Sale del ayuntamiento por la acera de la BI-633, y pasado el campo de fútbol entra hasta Cikautxo. Vuelve sobre sus pasos, cruza la BI-633 y siguiendo una vía local asfaltada recorre el entorno rural que se extiende entre Berriatutorre y Boliñena. Vuelve hacia el punto de inicio, continuando por la acera de la BI-633 hacia Markina. A la altura de Errementarikoa, abandona la acera y entra en una vía local asfaltada que, pasando por Kaminotorre, lleva a las aceras de la zona residencial de Zelaieta. Bajando por Etxepintxo, llega al punto de inicio.","IIbilbideak Erriberan pasiarako hainbat gune zeharkatzen ditu, Artibaiko ibarraren hondoan. BI-633 errepideko espaloiei jarraituz abiatzen da udaletxetik, eta futbol zelaia igarota Cikautxorantz desbideratzen da. Lantegian buelta eman eta BI-633 errepidea zeharkatzen du, Berriatutorre eta Boliñena arteko landa-ingurunean zehar doan tokiko bide asfaltatuari jarraituz. Abiapunturantz itzultzen da, BI-633 errepideko espaloiei jarraituz Markina aldera. Errementarikoa parean espaloia utzi eta tokiko asfaltozko bide batean sartzen da, Kaminotorretik igaroz Zelaietako bizitegi-ingurura daramana. Etxepintxotik jeitsiz abiapuntura itzultzen da.",El itinerario recorre el casco urbano de Berriatua.,Ibilbideak Berriatuako herrigunea zeharkatzen du.,"Herriko plaza, 1","Herriko plaza, 1",,,https://www.bizkaia.eus/es/web/rutas-del-colesterol/ruta/-/ficha/4,https://www.bizkaia.eus/documents/1544457/1565773/LEA04.gpx,https://www.bizkaia.eus/documents/1544457/1565773/LEA04_es.pdf,https://www.bizkaia.eus/documents/1544457/1565773/LEA04_eu.pdf
LEA05,2,Lea-Artibai,0,Circular,Zirkularra,16,Markina-Xemein,,Markina-Xemein,LEA05.gpx,3,Media,Ertaina,4,Alta,Handia,3,Media,Ertaina,4.21,4.21,43,43,00:56,,,,,1,43.2671988476,,-2.4983352050,,Markina,"El itinerario rodea el casco urbano de Markina, asentado en la vega del Artibai. Partiendo del Ayuntamiento, bordea el sur del casco siguiendo diversas aceras. Se dirige después hacia el norte, pasando por Arretxinaga y llegando al campo de futbol por el camino vecinal asfaltado. Allí se da la vuelta para retornar a las aceras del casco y cruza el río para alcanzar el vial peatonal asfaltado que discurre hacia el oeste junto a la carretera BI-633. Gira en el parque de ocio, vuelve hacia el polideportivo y sube al Ayuntamiento por Iderraga.","Ibilbide lau honek Markinako herrigunea inguratzen du, Artibaiko ibarrean kokatua. Udaletxetik abiatuta, herrigunearen hegoaldeko ertzetik doa hainbat espaloietan zehar. Gero iparraldera egiten du, Arretxinagatik pasa ondoren asfaltozko auzo-bideari jarraituz futbol zelaira iritsiz. Bertan buelta eman eta herriguneko espaloietara itzultzen da, eta ibaia gurutzatuta, BI-633 ondotik doan asfaltozko oinezko bideari lotzen zaio, mendebalderantz eginez. Aisialdirako parkean buelta eman eta kiroldegira itzuli ondoren, Iderragatik abiapuntura iristen da.",El itinerario recorre parte del casco urbano de Markina.,Ibilbideak Markinako herrigunea zeharkatzen du tarte batean.,"Goiko Portala, 3","Goiko Portala, 3",,,https://www.bizkaia.eus/es/web/rutas-del-colesterol/ruta/-/ficha/5,https://www.bizkaia.eus/documents/1544457/1565773/LEA05.gpx,https://www.bizkaia.eus/documents/1544457/1565773/LEA05_es.pdf,https://www.bizkaia.eus/documents/1544457/1565773/LEA05_eu.pdf
LEA06,2,Lea-Artibai,1,Lineal,Lineala,17,Etxebarria,16.0,Markina-Xemein,LEA06.gpx,4,Alta,Handia,4,Alta,Handia,4,Baja,Txikia,6.8,3.4,22,38,00:45,6.8,60.0,60.0,01:31,1,43.2542505674,,-2.4765089806,,Etxebarria-Markina,"El itinerario une ambos cascos urbanos siguiendo el  bidegorri  que se ha acondicionado en la vega del río Urko. Partiendo del Ayuntamiento de Etxebarria, en pocos metros se llega al arranque de esta vía de uso exclusivo peatonal y ciclista, la cual conduce en dirección noroeste atravesando las praderas, las huertas y las zonas boscosas que se suceden a orillas del río Urko. Una vez se sale a la BI-2636, se alcanza el Ayuntamiento de Markina por el parque de Abesua.","Ibilbideak bi herriguneak elkartzen ditu Urko errekaren ibarrean egokitu den  bidegorriari  jarraituz. Etxebarriako udaletxetik metro gutxitara hasten da bide hau, bakarrik oinezko eta bizikletentzako dena. Ipar-mendebalderantz darama Urko ibaiaren alde bietan zabaltzen diren zelai, baratza eta basoetan barrena. Behin BI-2636 irten ondoren Markinako udaletxera heltzen da Abesuako parkean zehar.",El itinerario recorre parte de los cascos urbanos de Etxebarria y Markina.,Ibilbideak Etxeberria eta Markinako herriguneak zeharkatzen ditu tarte batean.,"Peñanekua plaza, 1","Peñanekua plaza, 1","Goiko Portala, 3","Goiko Portala, 3",https://www.bizkaia.eus/es/web/rutas-del-colesterol/ruta/-/ficha/6,https://www.bizkaia.eus/documents/1544457/1565773/LEA06.gpx,https://www.bizkaia.eus/documents/1544457/1565773/LEA06_es.pdf,https://www.bizkaia.eus/documents/1544457/1565773/LEA06_eu.pdf
LEA07,2,Lea-Artibai,0,Circular,Zirkularra,17,Etxebarria,,Etxebarria,LEA07.gpx,4,Alta,Handia,4,Alta,Handia,4,Baja,Txikia,3.07,3.07,17,17,00:41,,,,,1,43.2542644814,,-2.4764963239,,Etxebarria-Launik,"El itinerario recorre la acera vinculada a la BI-3950, junto al río Urko. En un recorrido llano, sale de Erbera por Altzibar y toma la acera que, siguiendo la BI-3950 pasa junto unos prados y continúa por el polígono industrial de Galartza hasta el caserío Lausagarretaa. Vuelve sobre sus pasos, rodeando al final del recorrido el prado desde el que sale el itinerario LEA06.","Ibilbide lau honek BI-3590 errepide ondoko espaloia kurritzen du, Urko ibaiaren ondoan. Erberatik irteten da Altzibarren barna, eta BI-3950 errepideko espaloia hartzen du, zelai batzuren ondotik igaro eta Galartza industriagunea zeharkatu ondoren Lausagarreta baserriraino iristen dena. Joneko bidetik itzultzen da, ibilbidearen amaieran LEA06ko ibilbidea abiatzen den zelaia inguratuz.",El itinerario recorre parte del casco urbano de Etxebarria.,Ibilbideak Etxebarriako herrigunea zeharkatzen du tarte batean.,"Peñanekua plaza, 1","Peñanekua plaza, 1",,,https://www.bizkaia.eus/es/web/rutas-del-colesterol/ruta/-/ficha/7,https://www.bizkaia.eus/documents/1544457/1565773/LEA07.gpx,https://www.bizkaia.eus/documents/1544457/1565773/LEA07_es.pdf,https://www.bizkaia.eus/documents/1544457/1565773/LEA07_eu.pdf
LEA08,2,Lea-Artibai,0,Circular,Zirkularra,18,Ziortza-Bolibar,,Ziortza-Bolibar,LEA08.gpx,3,Media,Ertaina,2,Baja,Txikia,3,Media,Ertaina,3.46,3.46,75,75,00:46,,,,,1,43.2496099267,,-2.5483064353,,Bolibar,"El itinerario recorre dos zonas para el paseo en Bolibar. Sale del casco por Domingo Ugartetxea, para remontar suavemente el vial local asfaltado que recorre el valle del Longarte, sin protección para caminantes aunque con un tráfico muy escaso. Atravesando prados y pinares llega al pie de Munarriagabekoa, volviendo sobre sus pasos hasta el casco de Bolibar. Desde allí baja por Beko kalea, desembocando en un paseo sobre el río Markola. En la rotonda gira para volver al punto de inicio por la acera junto a la BI-2224.","Ibilbideak pasiarako bi ingurune zeharkatzen ditu Bolibarren. Domingo Ugartetxean zehar irteten da herrigunetik, Longarte bailara zeharkatzen duen tokiko asfaltozko bidean gora pixkanaka eginez, ibiltarientzako babesik gabe baina oso trafiko gutxirekin. Zelaietan eta pinadietan zehar igaroz Munarriagabekora iristen da, joaneko bide beretik itzuliz herriguneraino. Handik Beko kalea hartura Markola errekaren ondoko pasealekutik jeisten da, biribilgunean itzulbidea hartu eta abiapuntura itzuliz BI-2224 errepideko espaloiari jarraituz.",El itinerario recorre el casco urbano de Ziortza-Bolibar.,Ibilbideak Ziortza-Bolibarko herrigunea zeharkatzen du.,"Domingo Ugartetxea, 3","Domingo Ugartetxea, 3",,,https://www.bizkaia.eus/es/web/rutas-del-colesterol/ruta/-/ficha/8,https://www.bizkaia.eus/documents/1544457/1565773/LEA08.gpx,https://www.bizkaia.eus/documents/1544457/1565773/LEA08_es.pdf,https://www.bizkaia.eus/documents/1544457/1565773/LEA08_eu.pdf
